registered_postcode,mean_age,total_vehicles,lon,lat
3087,11.89,5384,145.0816,-37.7046
3088,11.3,17214,145.1104,-37.6989
3089,11.35,8135,145.1562,-37.666
3090,11.18,1777,145.111,-37.6685
3091,13.38,1196,145.1368,-37.6388
3093,11.07,2677,145.1174,-37.7388
3094,11.54,5632,145.1253,-37.7211
3095,11.21,18834,145.1668,-37.7126
3096,12.56,1180,145.1901,-37.6678
3097,13.8,1090,145.2366,-37.6888
3099,13.22,3048,145.2178,-37.5833
3101,10.22,15672,145.0353,-37.8036
3102,10.7,4399,145.0537,-37.7894
3103,9.85,10369,145.081,-37.8091
3104,10.1,13926,145.0839,-37.7918
3105,11.24,7473,145.0871,-37.7708
3106,10.62,11755,145.1508,-37.7565
3107,10.96,9153,145.1114,-37.7604
3108,9.47,19229,145.1239,-37.7824
3109,10.38,19908,145.1641,-37.7817
3111,11.0,8763,145.1951,-37.7903
3113,11.88,6000,145.2105,-37.7432
3114,12.01,2815,145.2173,-37.7759
3115,11.93,2759,145.2683,-37.7355
3116,11.32,7612,145.3128,-37.7402
3121,9.06,20659,145.005,-37.8221
3122,10.57,13550,145.0324,-37.8252
3123,9.61,9427,145.0496,-37.8315
3124,10.04,14696,145.0744,-37.8384
3125,10.53,9900,145.1122,-37.8499
3126,10.25,5385,145.0746,-37.8231
3127,10.56,12497,145.101,-37.8247
3128,10.64,13508,145.1253,-37.8279
3129,10.83,10814,145.1225,-37.8043
3130,10.85,22077,145.1505,-37.8225
3131,10.97,15558,145.1741,-37.827
3132,10.93,11012,145.2,-37.8188
3133,10.85,15534,145.1926,-37.8474
3134,11.07,23920,145.2364,-37.7934
3135,11.62,12705,145.2491,-37.8201
3136,11.38,29657,145.2809,-37.7905
3137,12.13,9862,145.3142,-37.8188
3138,11.83,14022,145.3263,-37.7815
3139,13.99,8888,145.5431,-37.8125
3140,11.5,12351,145.366,-37.7558
3141,10.4,12373,144.9957,-37.8387
3142,10.58,9483,145.0178,-37.8418
3143,10.3,5881,145.0201,-37.8568
3144,9.32,7841,145.0352,-37.8558
3145,10.51,14191,145.0611,-37.8771
3146,10.29,16320,145.0662,-37.8561
3147,10.8,9247,145.0937,-37.8674
3148,11.11,6233,145.1008,-37.8812
3149,10.41,24411,145.1293,-37.8785
3150,10.65,41290,145.1745,-37.8911
3151,10.75,7770,145.1506,-37.8537
3152,10.9,23192,145.224,-37.8651
3153,11.63,15290,145.2722,-37.8363
3154,12.93,2856,145.3245,-37.8566
3155,12.49,15136,145.2869,-37.8575
3156,11.63,26513,145.2966,-37.918
3158,13.0,4340,145.3354,-37.9002
3159,13.06,1666,145.3918,-37.9178
3160,13.01,5735,145.3562,-37.9278
3161,10.09,10008,145.0212,-37.8722
3162,10.46,12042,145.0249,-37.8908
3163,11.06,19297,145.0584,-37.8958
3165,10.78,18715,145.0668,-37.9221
3166,11.41,16204,145.0966,-37.8996
3167,11.79,6872,145.0948,-37.9255
3168,10.77,13714,145.1317,-37.9156
3169,12.31,13332,145.1209,-37.9432
3170,7.87,21701,145.1783,-37.926
3171,12.85,14315,145.1563,-37.9453
3172,12.31,15211,145.1342,-37.9743
3173,10.94,21880,145.1668,-38.0047
3174,13.14,24167,145.1798,-37.963
3175,11.08,42700,145.2025,-38.018
3177,13.59,7289,145.2395,-37.9896
3178,10.79,23724,145.2399,-37.9256
3179,11.11,4468,145.2165,-37.9006
3180,10.89,6196,145.2509,-37.8885
3181,10.69,10077,144.998,-37.8528
3182,12.11,11846,144.9799,-37.8638
3183,11.85,8783,145.0002,-37.8676
3184,11.29,8806,144.9862,-37.8808
3185,10.03,8556,145.006,-37.8863
3186,10.12,17047,144.9966,-37.9079
3187,10.11,11154,145.018,-37.9171
3188,10.84,12102,145.0148,-37.9384
3189,10.73,6269,145.0577,-37.9415
3190,10.85,7606,145.0379,-37.9487
3191,10.54,7190,145.0151,-37.9535
3192,11.01,16525,145.0597,-37.9609
3193,10.57,14075,145.034,-37.9767
3194,11.09,8918,145.0812,-37.9813
3195,10.89,25159,145.1108,-38.0074
3196,11.16,16303,145.126,-38.0459
3197,11.3,8019,145.1401,-38.0713
3198,12.24,11423,145.1372,-38.1049
3199,11.57,36068,145.1363,-38.1592
3200,14.82,2880,145.1622,-38.1259
3201,11.67,15027,145.1749,-38.0933
3202,11.03,1909,145.0953,-37.9564
3204,10.44,20450,145.0403,-37.9152
3205,5.42,18112,144.955,-37.8333
3206,10.36,6284,144.9617,-37.8471
3207,9.45,13817,144.9232,-37.8336
3211,15.03,890,144.4682,-37.9317
3212,11.76,13151,144.4519,-38.0204
3213,12.49,2610,144.2887,-37.9718
3214,14.24,13893,144.3691,-38.0731
3215,12.4,14387,144.3344,-38.1117
3216,11.63,37827,144.3101,-38.1874
3217,10.13,18318,144.2994,-38.2511
3218,11.08,9190,144.211,-38.1143
3219,13.31,12235,144.3857,-38.1739
3220,9.96,13627,144.3512,-38.1526
3221,13.53,2386,144.178,-38.161
3222,12.23,12295,144.5642,-38.2016
3223,12.36,8260,144.6649,-38.1526
3224,12.16,9770,144.4467,-38.184
3225,10.75,4627,144.6229,-38.246
3226,11.11,12215,144.5393,-38.2621
3227,10.53,3709,144.4255,-38.2586
3228,10.89,16046,144.2658,-38.3344
3230,12.24,2501,144.1504,-38.3819
3231,12.04,1371,144.0626,-38.451
3232,13.18,1167,143.9265,-38.5328
3233,13.69,1619,143.6115,-38.7575
3234,14.87,177,143.828,-38.6313
3235,12.74,332,143.9202,-38.4378
3236,15.94,177,143.7094,-38.5105
3237,12.83,161,143.5437,-38.6448
3238,14.78,227,143.4441,-38.729
3239,14.87,308,143.4189,-38.5732
3240,13.22,1457,144.138,-38.2545
3241,13.38,1984,143.9306,-38.2603
3242,12.78,590,143.8229,-38.3317
3243,15.16,290,143.7975,-38.4702
3249,15.02,2011,143.5457,-38.3668
3250,13.16,7916,143.5846,-38.3404
3251,15.06,400,143.6596,-38.1407
3254,15.51,230,143.5306,-38.2969
3260,13.49,3055,143.227,-38.1918
3264,14.06,1526,142.877,-38.2382
3265,14.38,1656,142.8282,-38.2412
3266,13.94,1974,143.145,-38.4161
3267,16.23,133,143.0872,-38.4615
3268,13.78,1741,142.9437,-38.5159
3269,14.9,408,143.1164,-38.6345
3270,12.25,228,142.882,-38.5894
3271,16.83,103,143.0182,-37.9078
3272,14.96,1041,142.8135,-37.9711
3273,14.49,111,142.6794,-37.9823
3274,15.34,151,142.5246,-37.9538
3275,17.35,284,142.4665,-38.2871
3276,15.69,247,142.4658,-38.1223
3277,13.9,1125,142.6714,-38.4122
3278,17.0,216,142.6082,-38.2733
3279,13.13,182,142.6169,-38.1868
3280,11.96,22430,142.4894,-38.3667
3281,13.17,1146,142.5173,-38.2531
3282,12.92,1708,142.3849,-38.2977
3283,13.57,866,142.2649,-38.2256
3284,12.72,2488,142.1413,-38.2638
3285,13.89,822,141.9311,-38.2557
3286,13.18,350,142.0193,-38.0338
3287,15.77,266,142.3058,-38.0519
3289,13.49,467,142.2749,-37.897
3293,13.08,197,142.5464,-37.7323
3294,12.9,602,142.3207,-37.5945
3300,13.47,6597,142.002,-37.7911
3301,14.68,739,141.9969,-37.7568
3302,13.57,246,141.7493,-37.8397
3303,13.21,147,141.6748,-37.9629
3304,14.41,1590,141.4454,-38.0124
3305,13.96,8475,141.4489,-38.2343
3310,15.15,197,141.5674,-37.7289
3311,14.68,1056,141.3004,-37.5785
3312,13.87,446,141.2304,-37.4943
3314,14.29,278,142.1561,-37.3875
3315,15.48,1017,141.6721,-37.4666
3317,11.4,105,141.6019,-37.1434
3318,14.53,708,141.3016,-37.0406
3319,16.05,220,141.0896,-36.9105
3321,12.79,1075,143.9461,-38.1005
3322,12.93,138,143.6625,-38.0353
3324,14.94,335,143.3543,-37.9266
3325,14.2,330,143.1808,-37.8988
3328,12.9,1423,144.0534,-38.0221
3329,14.79,195,143.8798,-37.9866
3330,15.19,145,143.7451,-37.9284
3331,12.1,4415,144.1831,-37.9824
3332,14.84,805,144.0984,-37.9569
3333,15.05,545,144.0369,-37.8734
3334,15.76,354,144.0598,-37.7566
3335,10.57,10336,144.6582,-37.6933
3336,9.68,18495,144.7026,-37.7081
3337,12.42,25185,144.5857,-37.6294
3338,11.47,25763,144.5559,-37.7575
3340,12.21,16986,144.3971,-37.7429
3341,14.62,1159,144.347,-37.5873
3342,13.46,2524,144.221,-37.6303
3345,12.93,868,144.1134,-37.5676
3350,11.91,43113,143.8668,-37.5758
3351,14.23,6195,143.6084,-37.6888
3352,13.22,12225,143.787,-37.5535
3355,11.68,9672,143.7941,-37.5154
3356,13.79,9571,143.8256,-37.5905
3357,12.08,2451,143.8995,-37.6519
3358,11.49,3663,143.7932,-37.5774
3360,16.19,560,143.5133,-37.7384
3361,14.75,433,143.3148,-37.7115
3363,13.92,2280,143.9198,-37.4284
3364,13.99,1470,143.9892,-37.2965
3370,15.49,1295,143.822,-37.2615
3371,16.9,780,143.6577,-37.2019
3373,14.58,1685,143.3396,-37.4645
3374,13.49,307,142.8822,-37.1662
3375,15.52,180,143.1344,-37.391
3377,13.59,5287,142.9481,-37.2754
3378,13.34,132,143.0231,-37.5122
3379,13.94,462,142.6361,-37.5396
3380,14.35,3867,142.7709,-37.0574
3381,14.16,833,142.5856,-37.1604
3384,16.22,414,143.0503,-36.9969
3385,16.83,345,142.5863,-36.8752
3387,15.85,234,142.8691,-36.8259
3388,14.66,372,142.6943,-36.6272
3390,14.55,562,142.4664,-36.566
3391,17.22,110,142.4431,-36.0508
3392,14.17,412,142.6269,-36.4122
3393,13.71,1619,142.4211,-36.1934
3395,15.4,284,142.4161,-35.9128
3396,14.82,454,142.352,-35.7091
3400,12.64,9416,142.1962,-36.719
3401,14.2,2700,142.1763,-36.8578
3407,12.99,287,141.8404,-37.289
3409,14.98,565,141.7907,-36.8489
3412,15.68,221,141.4886,-36.6713
3413,12.28,118,141.2314,-36.7085
3414,15.49,1079,142.0478,-36.3364
3418,14.38,1704,141.6251,-36.2779
3419,14.33,510,141.2646,-36.3864
3420,13.71,156,141.0873,-36.2089
3423,17.73,279,141.9773,-36.0987
3424,14.82,547,141.998,-35.8249
3427,11.23,4466,144.6994,-37.6208
3428,15.01,488,144.7928,-37.6349
3429,11.66,26417,144.7348,-37.5502
3430,15.36,200,144.802,-37.4887
3431,12.9,3007,144.6814,-37.4482
3432,14.86,182,144.7723,-37.4379
3433,18.0,164,144.7787,-37.4012
3434,13.05,4010,144.7459,-37.3522
3435,13.39,2234,144.7392,-37.2251
3437,11.31,8245,144.5471,-37.5018
3438,12.06,1799,144.6168,-37.4535
3440,12.75,1412,144.5572,-37.4291
3441,13.51,1071,144.5932,-37.3929
3442,12.39,5908,144.5523,-37.3324
3444,13.36,6735,144.5291,-37.1352
3446,13.9,769,144.3439,-37.1861
3447,15.06,289,144.3496,-37.1406
3448,14.76,690,144.3828,-37.0516
3450,14.64,4733,144.2206,-37.06
3451,14.66,3902,144.2111,-37.1032
3453,14.69,1340,144.2393,-36.9334
3458,13.2,1676,144.3657,-37.455
3460,13.57,2082,144.1397,-37.3348
3461,13.84,3307,144.1806,-37.3073
3462,16.06,843,144.0573,-37.1143
3463,15.91,1915,144.0084,-36.9334
3464,15.68,775,143.8414,-37.0282
3465,15.21,6426,143.6748,-37.0356
3467,14.44,853,143.4719,-37.0826
3468,15.94,212,143.402,-37.2125
3469,14.61,186,143.2638,-37.1765
3472,17.39,1095,143.6949,-36.8559
3475,16.01,275,143.5185,-36.7255
3477,15.38,446,143.2084,-36.6818
3478,15.34,1668,143.3209,-37.0504
3480,14.17,1095,142.9385,-36.3501
3482,17.24,131,142.8443,-36.1366
3483,12.11,543,142.8843,-35.9135
3485,18.82,213,142.7236,-35.6958
3490,14.23,699,141.6255,-35.1424
3494,14.26,310,142.1775,-34.5191
3496,14.11,3605,141.5536,-34.3617
3498,12.68,3515,142.17,-34.2517
3500,12.87,21126,142.1226,-34.2079
3501,10.71,1768,142.3314,-34.7197
3505,14.6,2769,141.8712,-34.1878
3507,16.44,129,142.0466,-35.0991
3509,15.31,143,141.765,-35.1627
3512,16.26,220,141.1067,-35.1651
3515,13.63,1655,144.08,-36.8045
3516,14.81,481,144.0132,-36.6254
3517,14.89,971,143.8696,-36.463
3518,17.65,977,143.6419,-36.4032
3520,19.17,124,143.7684,-36.3543
3521,14.12,463,144.8587,-37.1136
3522,15.05,217,144.784,-37.0482
3523,15.51,2881,144.7378,-36.8516
3525,15.38,848,143.4262,-36.2479
3527,14.0,495,143.2832,-36.038
3530,12.3,106,143.159,-35.7283
3531,13.54,171,142.9625,-35.6206
3533,14.65,497,142.8015,-35.3829
3537,13.47,623,143.7152,-36.0511
3540,16.34,207,143.5257,-35.836
3542,15.99,104,143.4347,-35.6669
3544,15.78,197,143.184,-35.4759
3546,12.95,241,142.9112,-35.087
3549,15.64,2948,142.7763,-34.789
3550,12.53,26937,144.2888,-36.7619
3551,12.14,23505,144.4848,-36.7564
3555,13.1,13041,144.2428,-36.8087
3556,14.12,8955,144.1943,-36.6503
3557,16.43,569,144.5242,-36.6547
3558,13.58,564,144.6081,-36.4915
3559,16.35,332,144.8271,-36.5625
3561,13.19,2764,144.6823,-36.3395
3562,15.81,258,144.5273,-36.0456
3563,14.89,450,144.498,-36.2712
3564,12.6,11743,144.7108,-36.153
3566,13.82,326,144.3574,-35.9495
3567,14.56,436,144.2796,-35.9084
3568,13.22,1994,144.1912,-35.8135
3570,16.39,495,144.2671,-36.5024
3571,15.18,219,144.1802,-36.3848
3572,14.75,132,144.3234,-36.3216
3573,14.83,233,144.2749,-36.1944
3575,15.25,489,144.1088,-36.0667
3579,14.21,3320,143.8401,-35.7216
3580,14.85,739,144.1116,-35.644
3581,15.17,151,143.8155,-35.5913
3583,13.34,141,143.6887,-35.5052
3584,13.78,709,143.6417,-35.4684
3585,12.63,7113,143.3727,-35.376
3586,14.51,426,143.6956,-35.4038
3588,15.17,229,143.4463,-35.2923
3589,16.25,224,143.4482,-35.2513
3590,15.91,173,143.4741,-35.2262
3591,11.24,111,143.3989,-35.2079
3594,15.45,398,143.3628,-35.1457
3595,15.45,344,143.3353,-35.1826
3597,15.34,350,143.1557,-34.903
3599,15.37,123,143.0933,-34.7402
3607,11.93,126,145.1707,-36.8447
3608,13.19,2145,145.1337,-36.7634
3610,15.76,970,145.2218,-36.5926
3612,17.29,1284,145.0348,-36.6101
3614,13.99,540,145.3106,-36.4937
3616,13.46,3595,145.1739,-36.4319
3617,16.33,112,145.1634,-36.413
3618,14.6,492,145.1475,-36.3704
3620,13.47,5300,145.074,-36.2792
3621,15.06,1482,144.9693,-36.2281
3622,13.92,308,144.8312,-36.2441
3623,15.21,581,144.9414,-36.4627
3624,14.0,324,144.9491,-36.3991
3629,14.3,5942,145.2682,-36.2965
3630,12.83,21251,145.5968,-36.4636
3631,12.22,9806,145.4797,-36.4452
3633,13.84,333,145.4681,-36.2937
3634,14.86,1130,145.4729,-36.2381
3635,14.53,359,145.3424,-36.1559
3636,14.14,3454,145.5029,-36.1022
3637,15.37,336,145.2921,-35.9641
3638,13.18,1392,145.1702,-36.0354
3639,15.45,383,145.0393,-35.9799
3640,16.05,634,145.4692,-35.9993
3641,15.27,801,145.4437,-35.8951
3644,13.19,6536,145.6657,-35.9015
3646,13.89,353,145.7074,-36.2531
3649,14.41,254,145.7045,-36.0677
3658,13.94,4174,145.1405,-37.2807
3659,15.78,528,145.1319,-37.1276
3660,13.09,5075,145.2659,-37.0564
3662,9.68,363,144.9484,-36.9354
3663,12.9,150,145.1641,-36.9276
3664,12.71,815,145.2955,-36.9225
3665,12.93,299,145.3604,-36.8205
3666,13.93,3272,145.5479,-36.8024
3669,14.48,906,145.7474,-36.6491
3670,15.87,374,145.8758,-36.6486
3672,13.81,7415,145.9962,-36.5773
3673,15.05,1086,146.0974,-36.6868
3675,14.7,1169,146.2069,-36.475
3677,12.98,12060,146.3175,-36.368
3678,13.61,4362,146.4355,-36.5973
3682,15.38,402,146.42,-36.1604
3683,14.55,1259,146.6026,-36.1779
3685,14.01,2008,146.5324,-36.0391
3687,12.91,734,146.4214,-36.0073
3688,13.32,905,146.7211,-36.1557
3690,12.05,24727,146.8502,-36.114
3691,11.93,8422,147.0203,-36.3184
3695,13.51,308,147.1197,-36.3168
3697,13.68,406,147.2039,-36.6847
3698,12.8,624,147.1371,-36.7661
3699,14.54,707,147.2878,-36.8347
3700,15.16,960,147.2712,-36.1859
3701,14.6,706,147.4541,-36.5101
3705,15.47,167,147.7975,-36.147
3707,14.43,1116,147.9259,-36.4597
3709,16.67,245,147.6697,-36.0393
3711,15.09,407,145.7106,-37.4365
3712,14.89,280,145.8398,-37.3673
3713,15.29,796,145.988,-37.3409
3714,14.31,2579,145.72,-37.2141
3715,16.11,221,145.753,-36.9872
3717,14.27,2226,145.4467,-37.3094
3719,13.45,293,145.6098,-37.0452
3720,13.93,584,145.8795,-37.0179
3722,13.33,4017,146.1251,-37.041
3723,14.22,2161,146.2626,-37.2102
3725,14.13,399,145.8951,-36.3997
3726,16.29,249,145.9886,-36.3339
3727,16.84,255,145.9388,-36.25
3728,14.61,403,145.9333,-36.1549
3730,12.3,6926,145.973,-36.0517
3732,15.32,404,146.3305,-36.6878
3733,11.94,156,146.4115,-36.7554
3735,13.37,443,146.6025,-36.5398
3737,13.82,2948,146.8144,-36.8582
3738,14.21,156,146.7873,-36.6054
3739,18.17,175,146.8459,-36.6376
3740,14.51,805,146.8646,-36.8144
3741,13.08,2194,147.1034,-36.9022
3744,13.45,320,146.983,-36.7911
3746,16.01,255,146.5593,-36.323
3747,12.82,3208,146.7098,-36.3542
3749,13.81,1370,146.8684,-36.3563
3750,10.2,19189,145.0067,-37.5905
3751,18.14,168,145.0609,-37.5445
3752,10.73,16054,145.0827,-37.6333
3753,10.89,4959,144.972,-37.4761
3754,10.22,30083,145.1157,-37.5962
3755,13.32,195,145.1265,-37.5503
3756,12.13,11593,144.9238,-37.4125
3757,13.55,5896,145.195,-37.478
3758,13.31,1432,145.0363,-37.3591
3759,13.48,664,145.2491,-37.6426
3760,16.13,276,145.2896,-37.6262
3761,13.52,803,145.2859,-37.5851
3762,17.26,109,144.9375,-37.3536
3763,14.52,1120,145.3609,-37.5097
3764,12.57,7013,144.935,-37.2105
3765,12.54,4229,145.3439,-37.8168
3766,13.9,872,145.3831,-37.82
3767,12.42,768,145.3519,-37.8383
3770,13.22,2051,145.4231,-37.7123
3775,13.31,2560,145.3775,-37.6257
3777,13.32,6938,145.5206,-37.5922
3778,14.93,171,145.635,-37.5566
3779,13.69,372,145.9377,-37.5792
3781,13.53,2715,145.5117,-37.9314
3782,13.25,5245,145.4553,-37.9214
3783,14.09,1589,145.6407,-37.9461
3786,12.87,971,145.3366,-37.8766
3787,12.29,661,145.3485,-37.8649
3788,13.24,1239,145.3803,-37.8543
3789,16.77,205,145.3593,-37.8883
3791,13.41,999,145.3995,-37.8983
3792,13.5,744,145.4036,-37.8936
3793,13.34,2291,145.4266,-37.8743
3795,14.77,904,145.4337,-37.8349
3796,13.08,6080,145.3883,-37.7884
3797,13.88,2388,145.703,-37.8464
3799,15.93,3730,145.8037,-37.7057
3802,12.18,15732,145.2561,-37.9679
3803,11.84,8176,145.2703,-38.0051
3804,12.18,6065,145.3309,-37.976
3805,11.69,36408,145.3041,-38.0405
3806,10.28,36097,145.3511,-38.0288
3807,11.16,5074,145.3842,-38.0347
3808,12.48,2033,145.4277,-37.9959
3809,9.84,15278,145.4147,-38.0737
3810,11.59,35885,145.4916,-38.07
3812,14.55,1631,145.569,-38.0759
3813,14.7,678,145.6267,-38.0469
3814,13.21,1679,145.6546,-38.1012
3815,13.05,2351,145.7095,-38.077
3816,13.57,2132,145.7717,-38.0912
3818,12.38,11934,145.8423,-38.1374
3820,11.9,14457,145.9367,-38.1597
3821,13.64,1972,146.0155,-38.0989
3822,13.94,659,146.0077,-38.2009
3823,12.75,1495,146.0654,-38.224
3824,12.91,3497,146.1676,-38.2226
3825,14.26,14003,146.3299,-37.9137
3831,14.0,1345,146.021,-37.998
3832,14.64,166,145.9863,-37.9225
3833,16.82,286,146.0628,-37.8489
3835,16.57,329,146.1669,-38.3038
3840,13.56,11631,146.4207,-38.2828
3842,13.73,3146,146.4194,-38.3202
3844,12.11,21466,146.6126,-38.2775
3847,13.59,1427,146.8268,-38.2194
3850,12.51,9577,147.0737,-38.1015
3851,13.81,3684,147.1403,-38.2156
3854,12.91,888,146.5945,-38.1142
3856,13.5,700,146.5965,-38.0364
3857,14.51,270,146.6724,-38.01
3858,15.15,2139,146.6858,-37.5737
3859,15.42,550,146.8742,-37.9215
3860,14.01,4779,146.9464,-37.7134
3862,13.78,2354,147.1901,-37.51
3864,13.36,160,147.3135,-37.8222
3865,16.36,329,147.4626,-37.7982
3869,13.53,1280,146.3618,-38.3663
3870,15.25,927,146.3483,-38.451
3871,13.92,1919,146.1808,-38.4077
3873,14.59,256,146.6915,-38.3032
3874,15.85,392,146.8994,-38.5268
3875,13.36,13378,147.5499,-37.6848
3878,13.83,1016,147.6753,-37.9022
3880,13.58,3414,147.7521,-37.9295
3882,14.56,899,147.7512,-37.8159
3885,15.71,1164,148.2199,-37.2715
3886,13.35,202,148.4479,-37.7521
3887,15.43,243,148.0532,-37.6926
3888,14.58,2120,148.6047,-37.3613
3889,13.05,130,148.8777,-37.5459
3890,15.3,191,149.2106,-37.4904
3892,15.76,737,149.8001,-37.5117
3895,14.98,123,147.8523,-37.3633
3896,15.48,251,147.7941,-37.2308
3898,13.96,440,147.5081,-37.0362
3900,17.36,106,147.912,-36.8721
3902,12.75,320,147.8127,-37.8137
3903,13.07,650,147.8678,-37.814
3904,13.4,1391,147.8426,-37.8684
3909,13.91,5530,148.0137,-37.8165
3910,11.58,14538,145.1975,-38.154
3911,13.32,2413,145.1704,-38.1959
3912,12.06,10079,145.221,-38.2162
3913,12.85,2418,145.1895,-38.266
3915,12.7,6625,145.1316,-38.2994
3916,12.39,803,145.0536,-38.4093
3918,13.08,2895,145.1707,-38.34
3919,13.6,2064,145.2043,-38.3554
3920,11.87,330,145.1964,-38.3773
3921,17.85,175,145.3653,-38.3502
3922,12.6,7564,145.2098,-38.4865
3923,12.93,613,145.2732,-38.4824
3925,12.12,3251,145.3257,-38.5184
3926,11.89,2387,145.1003,-38.3528
3927,11.46,1359,145.1608,-38.3809
3928,12.84,428,144.9681,-38.4029
3929,12.32,1076,144.9796,-38.4586
3930,10.89,12770,145.0927,-38.1963
3931,10.69,18427,145.0604,-38.2308
3933,13.34,763,145.1194,-38.2467
3934,10.94,13114,145.0312,-38.2755
3936,11.78,9578,144.9977,-38.3349
3937,11.54,1183,145.02,-38.3706
3938,12.33,2537,144.9339,-38.3529
3939,12.51,10909,144.8953,-38.4177
3940,12.84,3203,144.8746,-38.371
3941,12.74,9465,144.8178,-38.3864
3942,11.41,2381,144.7724,-38.3682
3943,11.31,1913,144.7434,-38.3456
3944,11.8,996,144.7055,-38.3238
3945,13.92,652,145.6788,-38.3965
3946,14.11,202,145.7387,-38.4365
3950,13.59,3487,145.8235,-38.4454
3951,15.81,712,145.746,-38.5129
3953,12.8,5544,145.9771,-38.4609
3954,12.72,270,145.9522,-38.5598
3956,13.73,2125,145.96,-38.6842
3957,14.89,203,146.0945,-38.5931
3958,13.06,190,146.0124,-38.6686
3959,13.04,890,146.0825,-38.7496
3960,13.82,1914,146.3008,-38.8321
3962,15.23,584,146.35,-38.6126
3964,14.16,101,146.2725,-38.6864
3965,13.89,193,146.4776,-38.6873
3966,14.55,350,146.4318,-38.6261
3971,14.15,2773,146.6442,-38.5299
3975,10.61,11077,145.2375,-38.0659
3976,13.04,15280,145.2677,-38.0394
3977,11.24,73998,145.2752,-38.1404
3978,9.83,39689,145.3738,-38.1331
3979,14.02,241,145.6219,-38.4674
3980,13.02,2166,145.3724,-38.2058
3981,12.63,3305,145.5786,-38.2001
3984,13.19,5493,145.5607,-38.3075
3987,14.71,977,145.686,-38.3092
3988,14.36,748,145.8026,-38.3183
3991,16.84,328,145.4663,-38.4755
3992,12.78,844,145.5829,-38.533
3995,13.2,8255,145.6277,-38.5998
3996,11.16,4731,145.7563,-38.618
4000,6.37,25186,153.0199,-27.4631
4005,10.43,10173,153.0471,-27.4613
4006,8.72,17940,153.0322,-27.4493
4007,10.15,11390,153.0677,-27.4353
4008,2.44,22070,153.1175,-27.3948
4009,6.53,5895,153.0915,-27.4351
4010,10.58,3187,153.0449,-27.433
4011,9.12,12740,153.0637,-27.4187
4012,10.66,14692,153.0551,-27.3973
4013,11.5,3319,153.0751,-27.3942
4014,9.88,10607,153.0865,-27.3684
4017,12.32,22683,153.0526,-27.3128
4018,10.59,8268,153.0333,-27.3369
4019,13.32,13147,153.0938,-27.2482
4020,11.68,17948,153.1014,-27.2133
4021,13.28,5475,153.0839,-27.2237
4022,11.92,4496,153.0566,-27.2107
4025,19.83,151,153.4061,-27.1425
4030,10.7,11598,153.0369,-27.4232
4031,9.17,11249,153.0294,-27.4061
4032,11.15,10908,153.0248,-27.3853
4034,11.41,29708,153.0416,-27.3574
4035,10.67,18452,152.9844,-27.3515
4036,12.17,4236,153.016,-27.3105
4037,11.38,4983,152.9392,-27.3423
4051,10.75,17762,152.9912,-27.4268
4053,11.27,29652,152.9887,-27.396
4054,11.89,8445,152.9534,-27.4117
4055,11.31,13775,152.9332,-27.3895
4059,11.09,7192,153.0068,-27.4507
4060,10.86,8104,152.9804,-27.4426
4061,11.25,11127,152.9409,-27.4457
4064,9.86,9364,153.0018,-27.4639
4065,10.1,6080,152.9792,-27.4568
4066,10.25,11022,152.9601,-27.4762
4067,10.72,5260,152.9958,-27.4972
4068,10.07,15381,152.9789,-27.5026
4069,11.05,24026,152.886,-27.4928
4070,10.95,7757,152.8704,-27.557
4073,9.76,6193,152.9523,-27.5457
4074,11.03,15772,152.9256,-27.5477
4075,11.05,15630,152.9783,-27.5473
4076,11.31,4019,152.9295,-27.5805
4077,12.16,20940,152.9694,-27.5934
4078,11.24,16014,152.9569,-27.6185
4101,10.09,18761,153.0262,-27.4865
4102,10.69,6524,153.0339,-27.4935
4103,11.97,8481,153.031,-27.5112
4104,11.08,4513,153.0179,-27.5166
4105,10.56,10113,153.0167,-27.5323
4106,10.6,2164,153.0038,-27.5533
4107,9.83,5868,153.0349,-27.5482
4108,11.69,5870,153.0262,-27.5662
4109,11.63,24416,153.0584,-27.5795
4110,10.3,15107,153.0081,-27.612
4111,11.75,703,153.0542,-27.5474
4112,10.49,5194,153.0949,-27.6084
4113,10.61,19799,153.0864,-27.5894
4114,14.0,15687,153.1101,-27.6493
4115,10.78,12894,153.0302,-27.6322
4116,10.26,17364,153.0541,-27.6298
4117,10.67,1696,153.0821,-27.6422
4118,12.28,19925,153.0366,-27.6689
4119,10.12,5824,153.1107,-27.6083
4120,11.2,6244,153.0482,-27.5052
4121,11.19,15597,153.0565,-27.5235
4122,10.93,29140,153.0901,-27.5429
4123,10.68,15156,153.1239,-27.5753
4124,12.61,17461,152.9378,-27.7286
4125,12.79,10801,153.0493,-27.724
4127,11.62,19534,153.1467,-27.6265
4128,12.02,10823,153.1764,-27.6573
4129,11.73,5030,153.1854,-27.6855
4130,12.93,5915,153.2392,-27.6676
4131,12.38,7319,153.1431,-27.6719
4132,13.3,14689,153.0917,-27.6818
4133,12.37,17591,153.103,-27.726
4151,10.68,11475,153.0606,-27.4978
4152,10.29,29935,153.0987,-27.5058
4153,11.65,3047,153.1339,-27.5081
4154,10.26,7030,153.1651,-27.4877
4155,13.0,1166,153.1695,-27.5163
4156,11.66,2403,153.1566,-27.5616
4157,12.76,13196,153.2015,-27.5671
4158,13.25,2411,153.1978,-27.4813
4159,12.19,9356,153.2088,-27.4984
