registered_postcode,mean_age,total_vehicles,lon,lat
4160,11.0,12433,153.2456,-27.5013
4161,12.97,9879,153.2278,-27.5345
4163,11.25,11343,153.2662,-27.5323
4164,11.14,11921,153.26,-27.5675
4165,11.79,25006,153.2628,-27.6266
4169,10.27,10584,153.0448,-27.4829
4170,10.18,17859,153.0817,-27.4702
4171,10.2,11005,153.0594,-27.4534
4172,8.09,5022,153.113,-27.4512
4173,11.01,5531,153.1284,-27.4744
4174,11.67,2280,153.133,-27.4462
4178,11.5,17570,153.1634,-27.416
4179,11.76,12384,153.1727,-27.4654
4183,17.65,1864,153.4541,-27.5484
4184,17.42,7751,153.3816,-27.6761
4205,13.04,3699,153.1581,-27.6891
4207,12.57,46381,153.1978,-27.7654
4208,11.58,15448,153.3166,-27.7741
4209,10.98,46726,153.312,-27.84
4210,12.08,14907,153.2539,-27.9113
4211,12.36,42166,153.2543,-28.0869
4212,10.47,25253,153.3459,-27.8888
4213,12.61,20681,153.3195,-28.1358
4214,11.71,28183,153.3634,-27.9604
4215,10.85,40383,153.4003,-27.967
4216,11.81,27657,153.384,-27.9129
4217,11.2,31669,153.3995,-28.0103
4218,11.39,25155,153.4213,-28.0424
4220,11.56,23122,153.435,-28.0915
4221,12.15,19564,153.4566,-28.1239
4223,12.82,10807,153.4185,-28.1876
4224,12.51,4931,153.4945,-28.1507
4225,12.09,7805,153.5191,-28.1644
4226,10.61,25620,153.3874,-28.0617
4227,10.73,15757,153.4026,-28.1038
4228,13.35,3739,153.3749,-28.1789
4270,15.25,2923,153.1381,-27.8716
4272,13.1,5459,153.191,-27.9362
4275,13.64,2553,153.1464,-28.0686
4280,13.82,14854,153.0121,-27.8097
4285,14.17,14369,152.9482,-28.0525
4287,16.21,450,152.8092,-28.2666
4300,10.79,42552,152.9,-27.6596
4301,12.27,22075,152.8548,-27.6377
4303,15.28,2248,152.8375,-27.6045
4304,12.92,11354,152.802,-27.6095
4305,13.25,38868,152.7548,-27.6176
4306,12.4,31850,152.7209,-27.5433
4307,15.24,980,152.6244,-27.8169
4309,14.86,1967,152.5187,-28.0196
4310,14.96,3707,152.6653,-28.0907
4311,15.34,6750,152.4562,-27.3861
4312,15.72,1750,152.3879,-27.2775
4313,15.55,1364,152.3684,-27.1184
4314,16.7,1930,152.2026,-26.8159
4340,14.27,3669,152.5117,-27.7545
4341,14.31,10498,152.3817,-27.7187
4342,15.69,1690,152.3879,-27.5489
4343,14.81,7740,152.265,-27.6937
4344,14.94,1682,152.1016,-27.5811
4346,14.08,644,152.5904,-27.5603
4347,15.22,899,152.177,-27.6148
4350,12.38,71962,151.8767,-27.5724
4352,13.3,20129,151.3307,-27.7776
4353,12.85,169,151.8922,-27.2329
4354,15.2,750,151.8614,-27.2949
4355,15.46,1591,152.0647,-27.1412
4356,14.18,2846,151.5488,-27.6572
4357,15.6,1571,151.1131,-27.9854
4358,14.12,1598,151.8124,-27.7754
4359,14.26,746,152.0247,-27.792
4360,12.7,354,151.8951,-27.8416
4361,16.29,1571,151.9056,-27.9287
4362,16.48,1485,152.0622,-28.0228
4363,15.71,380,151.7357,-27.6816
4364,12.62,154,151.4274,-27.7152
4365,20.26,312,151.6205,-28.0217
4370,14.39,11632,152.0013,-28.2164
4371,14.16,361,152.3192,-28.1804
4373,15.75,636,152.3523,-28.3219
4374,16.39,260,151.8711,-28.4097
4375,20.1,169,151.9427,-28.5243
4376,17.76,238,151.9327,-28.5559
4377,14.84,379,152.0285,-28.5476
4378,15.41,322,151.9354,-28.6159
4380,15.12,4992,151.6897,-28.7213
4381,16.2,359,151.8763,-28.7517
4382,15.7,318,151.7996,-28.8522
4383,16.76,415,151.9494,-28.9261
4385,14.91,566,151.1161,-28.8151
4387,15.23,651,151.1579,-28.4608
4388,14.46,238,150.6037,-28.5663
4390,12.8,3727,150.3828,-28.2322
4400,14.74,1319,151.7998,-27.498
4401,14.97,3387,151.7152,-27.3989
4402,18.08,200,151.8264,-26.9596
4403,16.69,405,151.5458,-27.3372
4404,13.44,223,151.4539,-27.2665
4405,13.93,7895,151.0173,-27.2894
4406,14.55,731,150.2596,-27.6218
4407,17.85,264,151.0115,-27.6063
4408,14.41,272,151.3564,-26.8359
4410,15.91,724,151.1938,-26.6543
4411,16.93,164,150.9612,-26.8529
4412,16.92,110,150.8195,-26.8696
4413,13.5,4196,150.6664,-26.3812
4415,15.47,1109,150.2294,-26.5097
4416,11.54,182,149.9589,-26.9548
4417,12.16,280,149.1321,-27.2021
4419,15.97,438,149.9803,-25.9535
4420,13.18,503,149.51,-25.4021
4421,16.93,1285,150.4759,-27.258
4422,12.29,214,149.7277,-27.6155
4424,14.64,107,149.9471,-26.6518
4425,14.86,126,149.7693,-26.6276
4427,14.03,142,149.3925,-26.1527
4428,13.72,291,149.2053,-26.4688
4454,13.06,300,148.7024,-25.6598
4455,12.7,4228,148.6557,-26.6978
4465,13.51,565,147.9075,-26.236
4468,13.92,160,146.9459,-26.6941
4470,13.15,1529,146.1509,-26.3151
4472,13.75,678,145.4451,-24.5912
4477,12.82,206,147.1545,-25.359
4478,11.34,195,146.2624,-25.0504
4480,11.8,351,143.4747,-26.5421
4486,12.45,382,147.9355,-28.6435
4487,13.02,1479,148.5657,-27.8843
4488,15.23,109,147.3767,-27.8687
4490,14.35,566,145.9092,-28.1234
4496,13.19,153,149.3493,-28.4847
4497,11.27,120,148.9183,-28.5077
4500,11.73,29982,152.933,-27.303
4501,12.97,3960,152.9929,-27.2793
4502,12.78,5144,152.9717,-27.2708
4503,11.67,31862,152.9611,-27.242
4504,11.82,13357,152.9387,-27.1895
4505,13.18,17912,152.9841,-27.149
4506,13.67,16566,152.9195,-27.1347
4507,12.6,13927,153.1365,-26.9916
4508,13.92,11292,153.0169,-27.181
4509,9.43,24370,153.0337,-27.2334
4510,13.46,34843,152.9696,-27.0728
4511,13.31,6358,153.0817,-27.0713
4512,15.37,2350,152.8541,-27.0247
4514,14.26,4841,152.7282,-26.946
4515,14.12,2795,152.4782,-26.7558
4516,15.26,2918,152.9616,-27.0
4517,15.31,569,152.9687,-26.9493
4518,14.14,3794,152.9376,-26.9057
4519,14.03,5809,152.9598,-26.8593
4520,12.97,9689,152.83,-27.3254
4521,14.21,3417,152.7672,-27.1528
4550,13.86,3230,152.9843,-26.8064
4551,11.31,47118,153.0864,-26.7985
4552,14.47,6519,152.7575,-26.7353
4553,12.2,9176,152.9999,-26.757
4554,15.86,1362,152.9624,-26.732
4555,12.65,5655,152.9503,-26.6942
4556,11.28,31570,153.0511,-26.6981
4557,11.33,12406,153.1073,-26.694
4558,10.02,18622,153.0808,-26.6536
4559,13.51,4868,152.976,-26.6576
4560,13.04,24337,152.933,-26.6106
4561,13.85,6298,152.9947,-26.5436
4562,13.97,6527,152.9167,-26.485
4563,14.26,7146,152.8822,-26.4278
4564,11.28,7655,153.0848,-26.6077
4565,13.83,10175,153.004,-26.2963
4566,11.31,6879,153.0602,-26.4212
4567,11.71,8927,153.0942,-26.4063
4568,15.25,2708,152.8508,-26.3667
4569,15.45,1190,152.8149,-26.3402
4570,14.84,30761,152.5972,-26.1699
4571,15.33,581,152.9251,-26.2288
4572,10.92,2656,153.1049,-26.671
4573,11.48,20071,153.0765,-26.5102
4574,15.04,983,152.7228,-26.6146
4575,10.97,18689,153.1243,-26.7287
4580,14.83,3521,153.0042,-25.9863
4581,17.43,1146,153.1425,-25.2605
4600,16.08,619,152.2407,-26.0797
4601,16.26,598,152.0887,-26.1104
4605,14.66,2299,151.8915,-26.1443
4606,14.7,1453,151.7973,-26.2705
4608,14.78,521,151.8204,-26.3724
4610,14.43,8945,151.553,-26.5292
4612,16.75,159,151.6273,-26.0017
4613,16.9,478,151.3849,-26.1805
4614,16.43,797,151.9298,-26.8479
4615,15.84,4552,151.9637,-26.6438
4620,14.9,229,152.2808,-25.6539
4621,16.32,1077,152.0359,-25.5032
4625,15.41,1428,151.6604,-25.591
4626,14.29,992,151.0963,-25.7805
4627,15.69,368,150.8342,-25.3639
4630,15.35,1246,151.0839,-24.855
4650,14.97,21622,152.6388,-25.6423
4655,12.96,43747,152.8034,-25.3422
4659,14.13,3715,152.6093,-25.2993
4660,15.15,5319,152.3328,-25.2076
4662,16.69,488,152.5769,-25.352
4670,13.46,52572,152.2585,-24.8875
4671,16.02,3797,151.7625,-25.0532
4673,18.33,380,152.0599,-24.7157
4674,17.42,1025,151.8744,-24.5412
4677,15.39,2909,151.6899,-24.2969
4678,14.94,451,151.5274,-24.1745
4680,12.57,33031,151.1357,-24.2125
4695,17.48,596,150.9583,-23.7803
4697,19.0,120,150.774,-23.8299
4699,16.04,225,150.6475,-23.6531
4700,11.92,10687,150.5128,-23.4089
4701,12.67,24747,150.6152,-23.3542
4702,13.42,16051,149.3646,-23.8678
4703,12.35,15056,150.6672,-23.0074
4705,10.68,160,149.1616,-22.7654
4707,13.12,101,149.391,-22.2411
4709,11.97,402,148.3527,-23.0338
4710,12.6,3221,150.802,-23.2651
4711,14.62,1053,150.4634,-23.2719
4712,11.83,181,149.6784,-23.6849
4713,15.46,197,149.4462,-24.1347
4714,16.3,1707,150.3941,-23.72
4715,13.47,3821,150.5225,-24.4012
4716,14.58,453,150.6651,-24.5902
4717,12.36,2215,148.7887,-23.4848
4718,14.0,1212,149.5247,-24.7068
4719,13.97,563,150.2119,-25.0788
4720,12.65,7938,147.5467,-23.9379
4721,13.44,1738,147.0771,-22.3776
4722,12.63,811,147.7865,-24.3439
4723,12.74,653,148.1079,-23.0845
4724,11.35,280,146.6985,-23.6196
4725,13.77,721,145.3361,-23.6174
4726,14.13,149,145.4114,-22.4442
4727,14.25,106,144.5453,-23.6611
4728,16.22,112,146.0844,-23.2668
4730,13.14,1478,143.3042,-23.7075
4735,12.05,496,141.6832,-23.2674
4737,13.61,4653,149.0939,-21.4761
4738,14.93,679,149.2592,-21.6463
4739,14.42,195,149.3715,-21.8637
4740,11.97,50750,149.1157,-21.1662
4741,14.34,3909,148.5755,-20.9582
4742,13.09,500,148.5031,-21.8018
4743,13.13,179,148.0997,-21.2337
4744,11.81,4180,147.8897,-21.9476
4745,12.36,1159,148.3448,-22.5595
4746,11.33,611,148.8266,-22.6767
4750,12.16,3443,149.1482,-21.0244
4751,13.09,2524,149.0438,-21.2027
4753,12.0,2327,148.9288,-21.1468
4754,12.86,1190,148.7877,-21.2549
4756,13.75,347,148.5982,-21.1224
4757,16.85,182,148.4787,-21.1864
4798,13.95,349,148.7512,-20.817
4799,15.61,712,148.5791,-20.7013
4800,13.64,5896,148.5231,-20.4062
4802,13.2,6587,148.9834,-20.2611
4804,14.62,997,147.4882,-20.9931
4805,13.36,6194,147.8906,-20.2152
4806,13.55,1944,147.4017,-19.8441
4807,12.63,5708,147.1972,-19.9409
4808,13.56,624,147.3503,-19.5042
4809,14.1,487,147.1386,-19.6054
4810,11.3,13712,147.026,-19.3358
4811,11.67,7207,146.815,-19.3545
4812,12.18,10743,146.7948,-19.2871
4814,11.45,25855,146.765,-19.2998
4815,12.83,11180,146.6498,-19.5284
4816,13.71,4642,145.3667,-21.0456
4817,11.36,17407,146.504,-19.4349
4818,11.55,18439,146.5461,-19.2281
4819,16.64,2091,146.8343,-19.1394
4820,13.74,4777,145.9524,-20.24
4821,12.39,624,144.1882,-20.9313
4822,12.91,307,142.9125,-20.3423
4823,11.05,316,141.0607,-20.4239
4824,12.7,1109,140.3108,-20.1131
4825,12.98,8113,138.5967,-20.5607
4829,13.0,184,139.4618,-23.7325
4830,15.28,277,138.9366,-17.8238
4849,14.78,830,145.9635,-18.3516
4850,14.16,5847,145.6807,-18.7225
4852,12.77,2425,146.0758,-17.884
4854,13.22,2747,145.8273,-17.9702
4855,14.67,442,145.8707,-17.7666
4856,13.67,397,145.9851,-17.7393
4858,13.33,740,146.0709,-17.5903
4859,14.45,261,145.9606,-17.5958
4860,12.79,5702,145.8455,-17.4401
4861,14.14,830,145.9537,-17.3098
4865,13.05,4607,145.7782,-17.1116
4868,12.07,12210,145.7443,-16.9748
4869,12.25,11056,145.7524,-17.0253
4870,11.91,43740,145.6969,-17.0105
4871,14.67,5042,143.3839,-17.9753
4872,15.81,2378,145.1499,-18.0118
4873,14.18,3825,145.2814,-16.2691
4874,14.22,2045,142.4292,-12.1224
4875,15.56,1118,142.1846,-10.6855
4876,16.2,601,142.3358,-10.9774
4877,12.7,3364,145.4943,-16.5947
4878,11.82,9209,145.7094,-16.8445
4879,11.12,13864,145.6792,-16.7826
4880,14.19,7423,145.3587,-16.9782
4881,15.06,2902,145.566,-16.834
4882,12.47,1785,145.4641,-17.1915
4883,13.42,5070,145.4997,-17.3225
4884,13.6,1297,145.6916,-17.2706
4885,13.49,2334,145.6296,-17.3907
4886,14.82,541,145.6089,-17.5275
4887,16.93,1153,145.2007,-17.4098
4888,16.45,1654,145.4323,-17.5811
4890,15.19,453,141.2465,-17.5007
4891,14.87,220,140.8727,-17.4861
4892,16.24,616,142.9311,-15.2978
4895,16.46,1863,144.9241,-15.1413
5000,6.88,19984,138.5993,-34.9259
5006,12.73,4157,138.5946,-34.9056
5007,11.74,6191,138.5689,-34.9025
5008,14.08,9602,138.5703,-34.8857
5009,13.48,3917,138.5513,-34.8921
5010,12.48,4377,138.5685,-34.8626
5011,12.93,9492,138.5351,-34.8809
5012,13.46,7351,138.5485,-34.8644
5013,13.45,8000,138.5428,-34.8426
5014,13.3,9208,138.5147,-34.8685
5015,12.82,4628,138.5082,-34.8394
5016,13.39,5964,138.4976,-34.8228
5017,15.17,3100,138.5004,-34.8036
5018,13.85,4027,138.4963,-34.783
5019,13.64,6001,138.4876,-34.8489
5020,13.13,2268,138.4859,-34.8671
5021,11.81,5106,138.4971,-34.8694
5022,12.59,11166,138.4956,-34.8987
5023,13.42,11780,138.5202,-34.8958
5024,13.27,10052,138.51,-34.9318
5025,13.26,6264,138.535,-34.9116
5031,12.41,7615,138.5668,-34.9239
5032,12.84,9467,138.5369,-34.9261
5033,11.19,7540,138.558,-34.9394
5034,11.65,7410,138.5882,-34.9549
5035,12.03,4546,138.5765,-34.9466
5037,12.28,8068,138.557,-34.9557
5038,12.97,11155,138.5507,-34.9716
5039,12.58,6484,138.5738,-34.98
5040,12.25,1556,138.5325,-34.9647
5041,13.43,8913,138.5925,-34.9874
5042,12.87,7906,138.5749,-35.0112
5043,12.75,12562,138.552,-34.9954
5044,11.59,8030,138.5259,-34.9918
5045,12.05,10794,138.5186,-34.9735
5046,12.21,6101,138.5401,-35.0079
5047,12.74,5878,138.5508,-35.0267
5048,12.19,10359,138.5265,-35.0156
5049,13.53,7123,138.5256,-35.0436
5050,14.28,4053,138.5867,-35.0258
5051,12.98,10746,138.6186,-35.0324
5052,14.28,4662,138.6388,-35.0059
5061,12.44,7298,138.6058,-34.9554
5062,12.51,11031,138.629,-34.9806
5063,11.58,8455,138.621,-34.951
5064,11.8,7199,138.6468,-34.9587
5065,11.95,7823,138.6396,-34.9379
5066,11.99,8917,138.6672,-34.944
5067,11.45,7794,138.6296,-34.9236
5068,12.27,8710,138.6534,-34.9194
5069,13.0,5910,138.6252,-34.9093
5070,12.46,10421,138.6422,-34.8965
5072,12.16,9612,138.6977,-34.9135
5073,12.5,11301,138.6802,-34.8973
5074,12.63,9513,138.67,-34.8808
5075,13.19,7944,138.6769,-34.866
5076,13.11,6896,138.704,-34.8725
5081,11.21,6870,138.615,-34.8935
5082,12.97,10503,138.5921,-34.8849
5083,12.64,5484,138.611,-34.879
5084,13.51,6794,138.5905,-34.8596
5085,11.99,16473,138.6182,-34.8539
5086,12.14,11614,138.6397,-34.861
5087,12.7,8423,138.6462,-34.8724
5088,13.27,2664,138.67,-34.8522
5089,13.1,4827,138.7113,-34.8534
5090,13.61,5390,138.6962,-34.8463
5091,14.47,5343,138.7332,-34.8223
5092,13.34,12533,138.6843,-34.8254
5093,13.49,6254,138.6619,-34.8347
5094,12.65,1322,138.5744,-34.8175
5095,11.83,14218,138.619,-34.8143
5096,13.6,9676,138.6591,-34.8028
5097,13.42,9153,138.7094,-34.8219
5098,13.51,8666,138.6436,-34.8308
5106,9.48,430,138.6333,-34.7933
5107,13.06,12155,138.6099,-34.7856
5108,14.13,26178,138.6257,-34.7599
5109,14.12,13562,138.6698,-34.7723
5110,13.64,5933,138.5699,-34.736
5111,13.54,252,138.6351,-34.7188
5112,14.78,11064,138.6714,-34.7364
5113,15.76,11005,138.6779,-34.7023
5114,13.42,23203,138.7616,-34.708
5115,13.12,9044,138.6866,-34.6532
5116,12.93,7415,138.7194,-34.628
5117,13.0,4754,138.6495,-34.6381
5118,14.17,13740,138.7319,-34.5834
5120,12.62,3273,138.5281,-34.6765
5121,13.33,1889,138.6245,-34.6739
5125,11.84,13754,138.7236,-34.7734
5126,13.92,4884,138.7261,-34.7977
5127,12.32,5260,138.6906,-34.8
5131,19.08,784,138.7647,-34.8018
5132,15.25,296,138.7651,-34.8482
5133,15.54,298,138.7923,-34.7973
5134,14.86,294,138.761,-34.8899
5136,16.3,410,138.7343,-34.9184
5137,18.08,427,138.7411,-34.9383
5138,16.15,204,138.7731,-34.9354
5139,17.63,229,138.7972,-34.9339
5140,15.32,297,138.693,-34.9498
5141,16.19,622,138.7061,-34.9348
5142,16.21,398,138.7441,-34.9606
5144,18.71,340,138.771,-34.9659
5151,16.39,343,138.738,-34.9759
5152,13.68,4770,138.7011,-34.9893
5153,15.54,4888,138.7694,-35.1088
5154,14.42,2538,138.7382,-35.0142
5155,14.18,2708,138.7646,-35.0009
5156,14.58,724,138.6772,-35.025
5157,15.29,2381,138.6564,-35.1203
5158,12.92,16892,138.5306,-35.0678
5159,12.7,24104,138.5927,-35.0732
5160,11.21,599,138.4927,-35.1076
5161,13.47,7322,138.5323,-35.0951
5162,13.99,23079,138.539,-35.116
5163,14.9,9654,138.5564,-35.1394
5164,16.88,2808,138.4969,-35.1303
5165,13.57,3873,138.4781,-35.1346
5166,15.65,1225,138.4749,-35.123
5167,13.81,4251,138.4763,-35.1568
5168,14.35,3702,138.5001,-35.1607
5169,12.52,13100,138.4816,-35.1933
5170,15.76,805,138.4791,-35.2327
5171,14.26,4418,138.566,-35.2024
5172,15.73,2899,138.5963,-35.2878
5173,14.5,8576,138.4691,-35.279
5174,15.9,2171,138.4801,-35.3334
5201,15.68,1612,138.7307,-35.207
5202,16.5,717,138.4784,-35.4036
5203,15.97,878,138.3549,-35.5369
5204,14.87,2518,138.227,-35.5641
5210,15.09,1299,138.6453,-35.3476
5211,13.73,12449,138.5281,-35.5227
5212,15.21,1537,138.6743,-35.5088
5213,13.92,940,138.7117,-35.4844
5214,14.28,7454,138.8061,-35.474
5220,17.2,161,137.2534,-35.7804
5221,18.38,371,137.7539,-35.7778
5222,17.86,840,137.9621,-35.8119
5223,15.82,2386,137.1659,-35.8298
5231,15.13,839,138.8506,-34.7673
5232,18.88,292,138.8382,-34.862
5233,16.9,1039,138.9066,-34.8094
5234,15.33,963,138.9762,-34.8166
5235,16.92,1757,139.0842,-34.697
5236,15.07,198,139.0737,-34.8673
5237,16.6,239,139.19,-34.8119
5238,17.55,3355,139.5255,-34.8459
5240,16.93,377,138.8228,-34.9272
5241,15.33,1751,138.8752,-34.8992
5242,15.02,1125,138.8253,-34.997
5243,14.54,651,138.8604,-34.9816
5244,14.37,3138,138.9585,-34.9288
5245,14.55,2236,138.8063,-35.0363
5250,12.55,2568,138.863,-35.0425
5251,12.51,14871,138.8847,-35.102
5252,13.94,4368,138.9638,-35.0471
5253,16.18,13527,139.3958,-35.1084
5254,16.77,1942,139.1543,-35.0583
5255,15.5,7409,138.9544,-35.2861
5256,18.29,1216,138.9415,-35.4295
5259,16.38,819,139.2662,-35.4828
5260,17.91,1254,139.4908,-35.2849
5261,18.45,239,139.6875,-35.4854
5262,18.94,256,140.8869,-36.8297
5263,13.27,162,140.8826,-37.2925
5264,16.37,833,139.4766,-35.8795
5265,13.35,208,139.7866,-35.7283
5266,13.51,341,139.9439,-35.9771
5267,13.65,1114,140.4108,-36.1343
5268,15.88,2338,140.7833,-36.3638
5269,17.92,130,140.9051,-36.3578
5270,15.45,337,140.5533,-36.3852
5271,15.13,4581,140.6009,-36.8429
5272,16.31,485,140.3356,-37.0787
5275,14.79,1419,139.9805,-36.7165
5276,13.85,888,139.9324,-37.2551
5277,16.38,1854,140.8239,-37.4003
5278,17.4,346,140.7031,-37.5529
5279,16.18,325,140.5374,-37.5652
5280,14.97,4768,140.3064,-37.5271
5290,14.2,16600,140.7793,-37.8253
5291,15.68,6011,140.725,-37.8604
5301,16.72,390,140.0421,-35.4211
5302,13.62,493,140.545,-35.5637
5303,16.64,112,140.6959,-35.3145
5304,16.61,607,140.8339,-35.1456
5307,16.39,335,140.0176,-35.1587
5311,19.49,235,140.6993,-34.6721
5320,17.72,534,139.5524,-33.9781
5321,19.32,291,139.7804,-34.0902
5322,18.53,617,139.9077,-34.1444
5330,16.91,2488,140.059,-34.2001
5331,17.07,191,140.3209,-34.2197
5332,17.24,282,140.2974,-34.3475
5333,15.48,3893,140.5039,-34.5045
5340,16.73,919,140.859,-34.1784
5341,16.39,5162,140.7942,-34.0567
5342,17.67,809,140.5723,-34.1906
5343,14.91,3314,140.5723,-34.3465
5344,18.38,640,140.5495,-34.2814
5345,16.64,2442,140.4528,-34.287
5346,17.02,260,140.4106,-34.2353
5350,17.89,433,138.8379,-34.575
5351,15.57,4404,138.9273,-34.6637
5352,14.75,4029,138.9428,-34.5443
5353,16.48,2832,139.3015,-34.5974
5354,23.82,345,139.691,-34.5741
5355,14.42,6283,138.9787,-34.4522
5356,19.19,608,139.259,-34.3838
5357,16.07,312,139.6561,-34.3549
5360,15.2,855,138.9145,-34.4455
5371,14.61,1256,138.7839,-34.4916
5372,13.05,1758,138.8155,-34.4455
5373,15.38,2484,138.9187,-34.3115
5374,17.13,1050,139.222,-34.1547
5381,17.63,257,139.0964,-33.9145
5400,16.42,637,138.6613,-34.451
5401,16.3,522,138.6406,-34.2637
5410,18.58,271,138.7468,-34.3481
5411,16.85,258,138.7656,-34.2551
5412,15.69,787,138.7341,-34.1548
5413,16.17,572,138.8813,-34.0383
5414,19.31,124,138.8053,-33.9899
5415,13.56,174,138.7562,-33.9122
5416,16.72,170,138.8055,-33.818
5417,17.64,950,140.1176,-33.477
5419,15.68,160,139.05,-33.3196
5422,18.35,953,138.9854,-32.8719
5431,15.39,481,138.5661,-32.6485
5433,17.27,751,138.1345,-32.3014
5434,16.31,225,138.6415,-31.5523
5440,19.26,126,140.244,-31.4675
5451,14.31,517,138.6811,-34.0361
5452,16.35,303,138.6485,-33.9686
5453,14.75,3201,138.5912,-33.8834
5454,14.73,242,138.6287,-33.4827
5460,17.52,518,138.5104,-34.2915
5461,16.0,1693,138.4023,-34.062
5462,14.7,332,138.4607,-33.8438
5464,16.73,307,138.3884,-33.6843
5472,16.44,135,138.4119,-33.3739
5473,17.18,557,138.3693,-33.2661
5480,16.66,631,138.3368,-33.1071
5481,20.5,403,138.2231,-33.01
5482,15.94,350,138.3482,-32.867
5483,12.57,183,138.193,-32.8116
5485,16.2,327,138.1298,-32.6391
5490,16.23,142,138.452,-33.1647
5491,16.57,1198,138.6057,-33.1992
5495,16.76,490,138.0091,-32.8685
5501,15.86,6735,138.3904,-34.4651
5502,16.01,1098,138.5294,-34.4696
5520,18.24,379,138.1515,-33.778
5521,16.78,118,138.2003,-33.528
5522,15.12,1059,137.9228,-33.6479
5523,14.91,1228,138.1399,-33.3806
5540,14.88,9521,138.0257,-33.2129
5550,15.71,621,138.2074,-34.1304
5552,16.82,240,137.9233,-34.0915
5554,15.16,3821,137.7792,-33.9817
5555,18.6,378,137.8154,-33.8112
5556,15.35,3073,137.667,-33.8945
5558,15.03,3930,137.6174,-34.1209
5560,15.82,299,138.01,-33.8881
5570,18.71,424,137.9486,-34.2564
5571,16.23,1333,137.8379,-34.4512
5572,21.26,169,137.7764,-34.234
5573,15.47,1452,137.6206,-34.408
5575,15.94,1596,137.6067,-34.7849
5576,15.82,684,137.6021,-35.0146
5577,16.86,380,137.2945,-35.0415
5580,15.97,224,137.7596,-34.6674
5581,13.92,373,137.8325,-34.7601
5582,16.57,417,137.7648,-34.898
5583,19.45,699,137.7181,-35.0727
5600,16.04,4164,137.5699,-33.0356
5602,16.0,866,136.9049,-33.5248
5603,16.08,282,136.225,-33.8776
5604,13.08,159,136.3174,-34.0648
5605,15.24,1211,136.0465,-34.3998
5606,15.24,8809,135.8481,-34.7277
5607,16.08,2958,135.6594,-34.2453
5608,15.49,7275,137.5324,-33.0447
5609,13.75,1306,137.506,-33.0263
5611,18.24,136,137.094,-32.9715
5631,15.36,594,135.6935,-34.26
5632,14.01,153,135.6052,-34.0635
5633,17.93,192,135.7749,-33.5346
5640,15.69,641,136.4458,-33.5663
5641,15.22,558,136.1429,-32.9939
5642,17.36,165,136.1184,-33.5499
5650,21.22,105,135.7125,-33.2427
5652,16.2,384,135.4521,-33.0194
5654,18.95,148,135.0659,-32.9855
5670,18.18,337,135.2057,-33.5126
5671,18.77,110,134.5724,-33.059
5680,17.6,1392,134.3409,-32.4114
5690,16.37,2000,131.5284,-29.998
5700,14.58,6243,137.748,-32.5985
5710,14.93,1348,137.8635,-32.5096
5722,20.47,293,137.165,-30.4536
5723,17.96,953,135.2321,-28.9566
5724,17.03,126,134.3156,-26.8884
5725,14.2,2142,136.8782,-30.4826
5731,15.95,111,139.982,-28.2025
5950,2.05,3686,138.5302,-34.9466
6000,8.87,14593,115.8617,-31.9504
6003,12.09,3123,115.8561,-31.9465
6004,8.71,10312,115.8752,-31.9496
6005,9.04,6128,115.8383,-31.9552
6006,12.14,5975,115.8514,-31.9276
6007,10.34,5847,115.8373,-31.9344
6008,10.5,11821,115.8159,-31.9519
6009,11.46,12459,115.808,-31.9816
6010,11.13,12962,115.7767,-31.9694
6011,11.62,7127,115.7605,-31.9988
6012,12.25,6321,115.7599,-32.0154
6014,11.21,15241,115.8028,-31.9364
6015,11.52,5311,115.7655,-31.9346
6016,11.68,6806,115.8331,-31.9208
6017,7.31,10295,115.8166,-31.9086
6018,11.39,28242,115.7874,-31.8916
6019,11.84,16327,115.7682,-31.9085
6020,11.78,15779,115.7664,-31.8482
6021,11.66,15868,115.8175,-31.8757
6022,13.51,3508,115.8126,-31.8509
6023,12.09,10830,115.7758,-31.8325
6024,12.81,9317,115.8047,-31.8308
6025,12.19,21889,115.7563,-31.8009
6026,11.97,15529,115.7968,-31.7991
6027,12.23,29444,115.7608,-31.7549
6028,10.82,16154,115.7327,-31.7265
6029,11.84,2050,115.7577,-31.8754
6030,12.06,25705,115.7162,-31.683
6031,11.59,12042,115.7756,-31.6891
6032,15.63,187,115.7574,-31.6396
6033,15.2,382,115.7215,-31.5964
6034,10.76,3443,115.6686,-31.5841
6035,12.25,7130,115.7382,-31.525
6036,11.15,10830,115.6952,-31.6419
6037,14.05,2771,115.6166,-31.4854
6038,10.22,7366,115.6859,-31.6143
6041,15.98,1223,115.5716,-31.3611
6043,16.75,247,115.4653,-31.179
6044,16.97,952,115.3649,-30.9293
6050,12.13,10452,115.8693,-31.9267
6051,11.19,10038,115.8956,-31.9295
6052,12.02,7935,115.8846,-31.9127
6053,12.15,11471,115.9179,-31.9157
6054,12.55,15257,115.946,-31.8973
6055,11.43,25483,115.9857,-31.8675
6056,13.79,29898,116.0412,-31.8562
6057,13.8,11448,116.0133,-31.951
6058,13.37,9326,116.0069,-31.9842
6059,11.92,17076,115.8722,-31.8894
6060,11.68,17197,115.8463,-31.9024
6061,12.9,26902,115.8501,-31.8641
6062,12.68,24687,115.9066,-31.8848
6063,13.24,10468,115.9408,-31.864
6064,14.06,20211,115.8511,-31.8336
6065,11.33,49857,115.8255,-31.7717
